UIC,Parent_UIC,Stationsnavn,Forkortelse,Region nr,Region navn,Kommune nr,Kommune navn,FjernRegional,Stog,KystKastrup,Arriva,Metro,Privatbane,Letbane,Border,Øst,Vest,H-omr,Lukket,Planlagt station,LTM_ID,LTM_ID_1,LTM_ID_S,LTM_ID_M,LTM_ID_LB,LTM_ID_PB,OTM_ID,OTM_ID_1,OTM_ID_S,OTM_ID_LB,X-koordinat,Y-koordinat
8600264,,Svejbæk,Sv,1082,Midtjylland,740,Silkeborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600264,0,0,0,0,0,0,0,0,0,0,0
8600263,,Laven,La,1082,Midtjylland,740,Silkeborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600263,0,0,0,0,0,0,0,0,0,0,0
8600261,,Ry,Ry,1082,Midtjylland,746,Skanderborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600261,0,0,0,0,0,0,0,0,0,0,0
8600260,,Alken,Ak,1082,Midtjylland,746,Skanderborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600260,0,0,0,0,0,0,0,0,0,0,0
8600249,,Varde Kaserne,Vka,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600249,0,0,0,0,0,0,0,0,0,0,0
8600228,,Gjesing,Gje,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600228,0,0,0,0,0,0,0,0,0,0,0
8600227,,Spangsbjerg,Spa,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600227,0,0,0,0,0,0,0,0,0,0,0
8600223,,Vejen,Vn,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600223,0,0,0,0,0,0,0,0,0,0,0
8600222,,Brørup,Bp,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600222,0,0,0,0,0,0,0,0,0,0,0
8600221,,Holsted,Hq,1083,Syddanmark,575,Vejen,1,0,0,0,0,0,0,0,0,1,0,0,0,8600221,0,0,0,0,0,0,0,0,0,0,0
8600220,,Gørding,Gø,1083,Syddanmark,561,Esbjerg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600220,0,0,0,0,0,0,0,0,0,0,0
8600219,,Bramming,Bm,1083,Syddanmark,561,Esbjerg,1,0,0,1,0,0,0,0,0,1,0,0,0,8600219,0,0,0,0,0,0,0,0,0,0,0
8600218,,Tjæreborg,Tb,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600218,0,0,0,0,0,0,0,0,0,0,0
8600215,,Esbjerg,Es,1083,Syddanmark,561,Esbjerg,1,0,0,1,0,0,0,0,0,1,0,0,0,8600215,1008600215,0,0,0,0,0,0,0,0,0,0
8600214,,Guldager,Gu,1083,Syddanmark,561,Esbjerg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600214,0,0,0,0,0,0,0,0,0,0,0
8600213,,Varde Nord,Vno,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600213,0,0,0,0,0,0,0,0,0,0,0
8600212,,Varde,Va,1083,Syddanmark,573,Varde,0,0,0,1,0,1,0,0,0,1,0,0,0,8600212,0,0,0,0,1208600212,0,0,0,0,0,0
8600211,,Sig,Is,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600211,0,0,0,0,0,0,0,0,0,0,0
8600210,,Tistrup,Tr,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600210,0,0,0,0,0,0,0,0,0,0,0
8600209,,Gårde,Gå,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600209,0,0,0,0,0,0,0,0,0,0,0
8600208,,Ølgod,Øg,1083,Syddanmark,573,Varde,0,0,0,1,0,0,0,0,0,1,0,0,0,8600208,0,0,0,0,0,0,0,0,0,0,0
8600206,,Tarm,Ta,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600206,0,0,0,0,0,0,0,0,0,0,0
8600205,,Skjern,Sj,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600205,0,0,0,0,0,0,0,0,0,0,0
8600203,,Lem,Lm,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600203,0,0,0,0,0,0,0,0,0,0,0
8600200,,Ringkøbing,Rj,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600200,0,0,0,0,0,0,0,0,0,0,0
8600199,,Hee,He,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600199,0,0,0,0,0,0,0,0,0,0,0
8600198,,Tim,Tm,1082,Midtjylland,760,Ringkøbing-Skjern,0,0,0,1,0,0,0,0,0,1,0,0,0,8600198,0,0,0,0,0,0,0,0,0,0,0
8600197,,Ulfborg,Uf,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600197,0,0,0,0,0,0,0,0,0,0,0
8600196,,Vemb,Vem,1082,Midtjylland,661,Holstebro,0,0,0,1,0,1,0,0,0,1,0,0,0,8600196,0,0,0,0,1208600196,0,0,0,0,0,0
8600195,,Bur,Bu,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600195,0,0,0,0,0,0,0,0,0,0,0
8600192,,Holstebro,Ho,1082,Midtjylland,661,Holstebro,1,0,0,1,0,0,0,0,0,1,0,0,0,8600192,0,0,0,0,0,0,0,0,0,0,0
8600191,,Hjerm,Hm,1082,Midtjylland,671,Struer,1,0,0,1,0,0,0,0,0,1,0,0,0,8600191,0,0,0,0,0,0,0,0,0,0,0
8600189,,Struer,Str,1082,Midtjylland,671,Struer,1,0,0,1,0,0,0,0,0,1,0,0,0,8600189,0,0,0,0,0,0,0,0,0,0,0
8600187,,Vinderup,Vp,1082,Midtjylland,661,Holstebro,0,0,0,1,0,0,0,0,0,1,0,0,0,8600187,0,0,0,0,0,0,0,0,0,0,0
8600183,,Skive,Sk,1082,Midtjylland,779,Skive,0,0,0,1,0,0,0,0,0,1,0,0,0,8600183,0,0,0,0,0,0,0,0,0,0,0
8600182,,Højslev,Hø,1082,Midtjylland,779,Skive,0,0,0,1,0,0,0,0,0,1,0,0,0,8600182,0,0,0,0,0,0,0,0,0,0,0
8600180,,Stoholm,Sm,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600180,0,0,0,0,0,0,0,0,0,0,0
8600176,,Viborg,Vg,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600176,0,0,0,0,0,0,0,0,0,0,0
8600174,,Rødkærsbro,Rk,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600174,0,0,0,0,0,0,0,0,0,0,0
8600172,,Bjerringbro,Bj,1082,Midtjylland,791,Viborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600172,0,0,0,0,0,0,0,0,0,0,0
8600171,,Ulstrup,Up,1082,Midtjylland,710,Favrskov,0,0,0,1,0,0,0,0,0,1,0,0,0,8600171,0,0,0,0,0,0,0,0,0,0,0
8600165,,Grenaa,Gr,1082,Midtjylland,707,Norddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600165,0,0,0,1608600165,0,0,0,0,0,0,0
8600164,,Hovmarken,Lpt,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600164,0,0,0,1608600164,0,0,0,0,0,0,0
8600162,,Trustrup,Tu,1082,Midtjylland,707,Norddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600162,0,0,0,1608600162,0,0,0,0,0,0,0
8600160,,Kolind,Ko,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600160,0,0,0,1608600160,0,0,0,0,0,0,0
8600159,,Ryomgård,Rå,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600159,0,0,0,1608600159,0,0,0,0,0,0,0
8600157,,Mørke,Mr,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600157,0,0,0,1608600157,0,0,0,0,0,0,0
8600156,,Hornslet,Os,1082,Midtjylland,706,Syddjurs,1,0,0,0,0,0,0,0,0,1,0,0,0,8600156,0,0,0,1608600156,0,0,0,0,0,0,0
8600155,,Løgten,Lt,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600155,0,0,0,1608600155,0,0,0,0,0,0,0
8600154,,Skødstrup,Øds,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600154,0,0,0,1608600154,0,0,0,0,0,0,0
8600153,,Hjortshøj,Ht,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600153,0,0,0,1608600153,0,0,0,0,0,0,0
8600152,,Lystrup,Lp,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600152,0,0,0,1608600152,0,0,0,0,0,0,0
8600151,,Torsøvej,Tov,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600151,0,0,0,1608600151,0,0,0,0,0,0,0
8600149,,Vestre Strandallé,Vsa,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600149,0,0,0,1608600149,0,0,0,0,0,0,0
8600148,,Østbanetorvet,Øs,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600148,0,0,0,1608600148,0,0,0,0,0,0,0
8600129,,Skolebakken,Bak,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600129,0,0,0,1608600129,0,0,0,0,0,0,0
8600117,,Aalborg Vestby,Abv,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600117,0,0,0,0,0,0,0,0,0,0,0
8600116,,Lindholm,Lih,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600116,0,0,0,0,0,0,0,0,0,0,0
8600101,,Udland via Padborg grænse,0,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,1,0,1,0,0,0,8600101,0,0,0,0,0,0,0,0,0,0,0
8600100,,Padborg,Pa,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,0,0,1,0,0,0,8600100,0,0,0,0,0,0,0,0,0,0,0
8600097,,Tinglev,Te,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,0,0,1,0,0,0,8600097,0,0,0,0,0,0,0,0,0,0,0
8600094,,Rødekro,Rq,1083,Syddanmark,580,Aabenraa,1,0,0,0,0,0,0,0,0,1,0,0,0,8600094,0,0,0,0,0,0,0,0,0,0,0
8600091,,Vojens,Oj,1083,Syddanmark,510,Haderslev,1,0,0,0,0,0,0,0,0,1,0,0,0,8600091,0,0,0,0,0,0,0,0,0,0,0
8600087,,Vamdrup,Vm,1083,Syddanmark,621,Kolding,1,0,0,0,0,0,0,0,0,1,0,0,0,8600087,0,0,0,0,0,0,0,0,0,0,0
8600086,,Lunderskov,Lk,1083,Syddanmark,621,Kolding,1,0,0,0,0,0,0,0,0,1,0,0,0,8600086,0,0,0,0,0,0,0,0,0,0,0
8600083,,Kolding,Kd,1083,Syddanmark,621,Kolding,1,0,0,0,0,0,0,0,0,1,0,0,0,8600083,0,0,0,0,0,0,0,0,0,0,0
8600081,,Taulov,Tl,1083,Syddanmark,607,Fredericia,1,0,0,0,0,0,0,0,0,1,0,0,0,8600081,0,0,0,0,0,0,0,0,0,0,0
8600079,,Fredericia,Fa,1083,Syddanmark,607,Fredericia,1,0,0,0,0,0,0,0,0,1,0,0,0,8600079,0,0,0,0,0,0,0,0,0,0,0
8600077,,Børkop,Bk,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600077,0,0,0,0,0,0,0,0,0,0,0
8600076,,Brejning,Bet,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600076,0,0,0,0,0,0,0,0,0,0,0
8600073,,Vejle,Vj,1083,Syddanmark,630,Vejle,1,0,0,0,0,0,0,0,0,1,0,0,0,8600073,0,0,0,0,0,0,0,0,0,0,0
8600071,,Hedensted,Hed,1082,Midtjylland,766,Hedensted,1,0,0,0,0,0,0,0,0,1,0,0,0,8600071,0,0,0,0,0,0,0,0,0,0,0
8600066,,Horsens,Hs,1082,Midtjylland,615,Horsens,1,0,0,0,0,0,0,0,0,1,0,0,0,8600066,0,0,0,0,0,0,0,0,0,0,0
8600061,,Skanderborg,Sd,1082,Midtjylland,746,Skanderborg,1,0,0,1,0,0,0,0,0,1,0,0,0,8600061,1008600061,0,0,0,0,0,0,0,0,0,0
8600059,,Hørning,Hx,1082,Midtjylland,746,Skanderborg,0,0,0,1,0,0,0,0,0,1,0,0,0,8600059,0,0,0,0,0,0,0,0,0,0,0
8600054,,Viby Jylland,Vi,1082,Midtjylland,751,Aarhus,1,0,0,1,0,0,1,0,0,1,0,0,0,8600054,0,0,0,1608600054,0,0,0,0,0,0,0
8600053,,Aarhus H,Ar,1082,Midtjylland,751,Aarhus,1,0,0,1,0,0,1,0,0,1,0,0,0,8600053,0,0,0,1608600053,1208600053,0,0,0,0,0,0
8600048,,Hinnerup,Hn,1082,Midtjylland,710,Favrskov,1,0,0,1,0,0,0,0,0,1,0,0,0,8600048,0,0,0,0,0,0,0,0,0,0,0
8600047,,Hadsten,Ha,1082,Midtjylland,710,Favrskov,1,0,0,1,0,0,0,0,0,1,0,0,0,8600047,0,0,0,0,0,0,0,0,0,0,0
8600044,,Langå,Lg,1082,Midtjylland,730,Randers,1,0,0,1,0,0,0,0,0,1,0,0,0,8600044,0,0,0,0,0,0,0,0,0,0,0
8600040,,Randers,Rd,1082,Midtjylland,730,Randers,1,0,0,0,0,0,0,0,0,1,0,0,0,8600040,0,0,0,0,0,0,0,0,0,0,0
8600032,,Hobro,Hb,1081,Nordjylland,846,Mariagerfjord,1,0,0,0,0,0,0,0,0,1,0,0,0,8600032,0,0,0,0,0,0,0,0,0,0,0
8600029,,Arden,Ad,1081,Nordjylland,846,Mariagerfjord,1,0,0,0,0,0,0,0,0,1,0,0,0,8600029,0,0,0,0,0,0,0,0,0,0,0
8600027,,Skørping,Sø,1081,Nordjylland,840,Rebild,1,0,0,0,0,0,0,0,0,1,0,0,0,8600027,0,0,0,0,0,0,0,0,0,0,0
8600026,,Støvring,Sr,1081,Nordjylland,840,Rebild,1,0,0,0,0,0,0,0,0,1,0,0,0,8600026,0,0,0,0,0,0,0,0,0,0,0
8600023,,Svenstrup,Sn,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600023,0,0,0,0,0,0,0,0,0,0,0
8600022,,Skalborg,Og,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600022,0,0,0,0,0,0,0,0,0,0,0
8600020,,Aalborg,Ab,1081,Nordjylland,851,Aalborg,1,0,0,0,0,0,0,0,0,1,0,0,0,8600020,0,0,0,0,0,0,0,0,0,0,0
8600015,,Brønderslev,Bl,1081,Nordjylland,810,Brønderslev,1,0,0,0,0,0,0,0,0,1,0,0,0,8600015,0,0,0,0,0,0,0,0,0,0,0
8600013,,Vrå,Vr,1081,Nordjylland,860,Hjørring,1,0,0,0,0,0,0,0,0,1,0,0,0,8600013,0,0,0,0,0,0,0,0,0,0,0
8600009,,Hjørring,Hj,1081,Nordjylland,860,Hjørring,1,0,0,0,0,1,0,0,0,1,0,0,0,8600009,0,0,0,0,1208600009,0,0,0,0,0,0
8600007,,Sindal,Sa,1081,Nordjylland,860,Hjørring,1,0,0,0,0,0,0,0,0,1,0,0,0,8600007,0,0,0,0,0,0,0,0,0,0,0
8600006,,Tolne,To,1081,Nordjylland,860,Hjørring,1,0,0,0,0,0,0,0,0,1,0,0,0,8600006,0,0,0,0,0,0,0,0,0,0,0
8600005,,Kvissel,Kv,1081,Nordjylland,813,Frederikshavn,1,0,0,0,0,0,0,0,0,1,0,0,0,8600005,0,0,0,0,0,0,0,0,0,0,0
8600001,,Frederikshavn,Fh,1081,Nordjylland,813,Frederikshavn,1,0,0,0,0,1,0,0,0,1,0,0,0,8600001,0,0,0,0,1208600001,0,0,0,0,0,0
3,,Hestehaven,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609201,0,0,0,0,0,0,0,0,0,0,0
3,,Parkering Odense Syd,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609202,0,0,0,0,0,0,0,0,0,0,0
3,,Hospital Syd,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609203,0,0,0,0,0,0,0,0,0,0,0
3,,SDU Syd/Hospital Nord,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609204,0,0,0,0,0,0,0,0,0,0,0
3,,SDU,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609205,0,0,0,0,0,0,0,0,0,0,0
3,,Campus Odense,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609206,0,0,0,0,0,0,0,0,0,0,0
3,,Cortex Park,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609207,0,0,0,0,0,0,0,0,0,0,0
3,,Bilka,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609208,0,0,0,0,0,0,0,0,0,0,0
3,,Ikea,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609209,0,0,0,0,0,0,0,0,0,0,0
3,,Rosengårdcentret,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609210,0,0,0,0,0,0,0,0,0,0,0
3,,Ejerslykke,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609211,0,0,0,0,0,0,0,0,0,0,0
3,,Korsløkke,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609212,0,0,0,0,0,0,0,0,0,0,0
3,,Østerbæksvej,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609213,0,0,0,0,0,0,0,0,0,0,0
3,,Palnatokesvej,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609214,0,0,0,0,0,0,0,0,0,0,0
3,,Benedikts Plads,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609215,0,0,0,0,0,0,0,0,0,0,0
3,,Albani Torv,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609216,0,0,0,0,0,0,0,0,0,0,0
3,,ODEON,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609217,0,0,0,0,0,0,0,0,0,0,0
3,,Kongensgade,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609219,0,0,0,0,0,0,0,0,0,0,0
3,,Vestre Stationsvej,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609220,0,0,0,0,0,0,0,0,0,0,0
3,,Vesterbro,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609221,0,0,0,0,0,0,0,0,0,0,0
3,,Bolbro,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609222,0,0,0,0,0,0,0,0,0,0,0
3,,Idrætsparken,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609223,0,0,0,0,0,0,0,0,0,0,0
3,,Højstrup,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609224,0,0,0,0,0,0,0,0,0,0,0
3,,Tarup Center,0,1083,Syddanmark,461,Odense,0,0,0,0,0,0,1,0,0,1,0,0,1,8609225,0,0,0,0,0,0,0,0,0,0,0
2,,Dokk1,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8600128,0,0,0,0,0,0,0,0,0,0,0
2,,Nehrus Allé,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606214,0,0,0,0,0,0,0,0,0,0,0
2,,Nye,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606221,0,0,0,0,0,0,0,0,0,0,0
2,,Vandtårnet (Ringvejen),0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606213,0,0,0,0,0,0,0,0,0,0,0
2,,Stockholmsgade,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606212,0,0,0,0,0,0,0,0,0,0,0
2,,Stjernepladsen,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606211,0,0,0,0,0,0,0,0,0,0,0
2,,Aarhus Universitet (Ringgaden),0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606210,0,0,0,0,0,0,0,0,0,0,0
2,,Universitetsparken,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606209,0,0,0,0,0,0,0,0,0,0,0
2,,Nørreport,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606204,0,0,0,0,0,0,0,0,0,0,0
2,,Lisbjergskolen,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606222,0,0,0,0,0,0,0,0,0,0,0
2,,Hessel,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,Lisbjerg - Terp,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606220,0,0,0,0,0,0,0,0,0,0,0
2,,Lisbjerg Bygade,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606219,0,0,0,0,0,0,0,0,0,0,0
2,,Klokhøjen,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606218,0,0,0,0,0,0,0,0,0,0,0
2,,Humlehuse,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,,Gl. Skejby,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606217,0,0,0,0,0,0,0,0,0,0,0
2,,AU Hospital,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606216,0,0,0,0,0,0,0,0,0,0,0
2,,Olof Palmes Allé,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,8606215,0,0,0,0,0,0,0,0,0,0,0
2,,Thorsager,0,1082,Midtjylland,751,Aarhus,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,v/Lundtofte,0,1084,Hovedstaden,173,Lyngby-Taarbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606130,0,0,0,0,0,0,0,0,0,0,0
1,,v/DTU,0,1084,Hovedstaden,173,Lyngby-Taarbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606131,0,0,0,0,0,0,0,0,0,0,0
1,,v/Akademivej,0,1084,Hovedstaden,173,Lyngby-Taarbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606132,0,0,0,0,0,0,0,0,0,0,0
1,,v/Lyngby centrum,0,1084,Hovedstaden,173,Lyngby-Taarbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606134,0,0,0,0,0,0,0,0,0,0,0
1,,v/Lyngbygårdsvej,0,1084,Hovedstaden,173,Lyngby-Taarbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606133,0,0,0,0,0,0,0,0,0,0,0
1,,v/Gammelmosevej,0,1084,Hovedstaden,159,Gladsaxe,0,0,0,0,0,0,1,0,1,0,1,0,1,8606136,0,0,0,0,0,0,0,0,0,0,0
1,,v/Buddinge Centret,0,1084,Hovedstaden,159,Gladsaxe,0,0,0,0,0,0,1,0,1,0,1,0,1,8606138,0,0,0,0,0,0,0,0,0,0,0
1,,v/Gladsaxevej,0,1084,Hovedstaden,159,Gladsaxe,0,0,0,0,0,0,1,0,1,0,1,0,1,8606139,0,0,0,0,0,0,0,0,0,0,0
1,,v/Gladsaxe Trafikplads,0,1084,Hovedstaden,159,Gladsaxe,0,0,0,0,0,0,1,0,1,0,1,0,1,8606140,0,0,0,0,0,0,0,0,0,0,0
1,,v/Dynamovej,0,1084,Hovedstaden,159,Gladsaxe,0,0,0,0,0,0,1,0,1,0,1,0,1,8606141,0,0,0,0,0,0,0,0,0,0,0
1,,v/Herlev Hospital,0,1084,Hovedstaden,163,Herlev,0,0,0,0,0,0,1,0,1,0,1,0,1,8606142,0,0,0,0,0,0,0,0,0,0,0
1,,v/Herlev Hovedgade,0,1084,Hovedstaden,163,Herlev,0,0,0,0,0,0,1,0,1,0,1,0,1,8606143,0,0,0,0,0,0,0,0,0,0,0
1,,v/Lyskær,0,1084,Hovedstaden,163,Herlev,0,0,0,0,0,0,1,0,1,0,1,0,1,8606145,0,0,0,0,0,0,0,0,0,0,0
1,,v/Islevbro,0,1084,Hovedstaden,161,Glostrup,0,0,0,0,0,0,1,0,1,0,1,0,1,8606146,0,0,0,0,0,0,0,0,0,0,0
1,,v/Ejbydal,0,1084,Hovedstaden,161,Glostrup,0,0,0,0,0,0,1,0,1,0,1,0,1,8606147,0,0,0,0,0,0,0,0,0,0,0
1,,v/Hersted Industripark,0,1084,Hovedstaden,161,Glostrup,0,0,0,0,0,0,1,0,1,0,1,0,1,8606148,0,0,0,0,0,0,0,0,0,0,0
1,,v/Glostrup Hospital,0,1084,Hovedstaden,161,Glostrup,0,0,0,0,0,0,1,0,1,0,1,0,1,8606149,0,0,0,0,0,0,0,0,0,0,0
1,,v/Park Allé Vest,0,1084,Hovedstaden,153,Brøndby,0,0,0,0,0,0,1,0,1,0,1,0,1,8606151,0,0,0,0,0,0,0,0,0,0,0
1,,v/Vallensbækvej,0,1084,Hovedstaden,153,Brøndby,0,0,0,0,0,0,1,0,1,0,1,0,1,8606152,0,0,0,0,0,0,0,0,0,0,0
1,,v/Bækkeskovvej,0,1084,Hovedstaden,187,Vallensbæk,0,0,0,0,0,0,1,0,1,0,1,0,1,8606154,0,0,0,0,0,0,0,0,0,0,0
1,,v/Vejlebrovej,0,1084,Hovedstaden,183,Ishøj,0,0,0,0,0,0,1,0,1,0,1,0,1,8606155,0,0,0,0,0,0,0,0,0,0,0
